时间,0:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,6:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,6:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,7:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,7:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,8:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,8:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,9:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,9:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,10:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,10:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,11:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,11:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,12:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,12:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,13:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,13:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,14:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,14:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,15:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,15:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,16:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,16:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,17:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,17:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,18:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,18:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,19:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,19:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,20:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,20:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,21:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,21:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,22:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,22:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,23:9:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
时间,23:39:18
夹具序号：2
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,35,48,48,48
2,1,1,1,1
3,1665,1665,1665,1675
4,0,0,0,0
5,1,1,1,1
6,1,1,1,1
7,0,0,0,0
8,1,1,1,1
9,7,7,7,18
10,0,0,0,0
11,5,5,5,12
